అంతస్తుల	antastula	0.333
అంతస్తుల	anthasthula	0.333
అంతస్తుల	anthastula	0.333
అంతస్తులు	antastulu	0.333
అంతస్తులు	anthasthulu	0.333
అంతస్తులు	anthastulu	0.333
అంతస్తులో	antastulo	0.5
అంతస్తులో	anthasthullo	0.25
అంతస్తులో	anthasthulo	0.25
అంతస్థుల	antansdhula	0.333
అంతస్థుల	antasthula	0.333
అంతస్థుల	anthasthula	0.333
అంతా	amtaa	0.333
అంతా	anta	0.333
అంతా	antaa	0.333
అంతిమ	amtima	0.333
అంతిమ	anthima	0.667
అంతిమంగా	anthimamgaa	0.333
అంతిమంగా	anthimangaa	0.333
అంతిమంగా	antimamga	0.333
అంతుచిక్కని	anthuchikkani	0.667
అంతుచిక్కని	antuchikkani	0.333
అంతుపట్టని	amtupattani	0.333
అంతుపట్టని	anthupattani	0.667
అంతులేని	amtulaeni	0.333
అంతులేని	anthuleeni	0.333
అంతులేని	anthuleyni	0.333
అంతె	amte	0.333
అంతె	antee	0.333
అంతె	anthe	0.333
అంతే	ante	0.667
అంతే	anthae	0.333
అంతేకాక	anteykaaka	0.333
అంతేకాక	anthekaaka	0.333
అంతేకాక	anthekaka	0.333
అంతేకాకుండా	antekakunda	0.5
అంతేకాకుండా	antekakundaa	0.25
అంతేకాకుండా	anthaekaakundaa	0.25
అంతేకాదు	antekaadu	0.333
అంతేకాదు	anthaekaadhu	0.333
అంతేకాదు	anthekaadhu	0.333
అంతేగాక	antheegaaka	0.667
అంతేగాక	anthegaaka	0.333
అంత్య	anthya	0.5
అంత్య	antya	0.5
అంత్యక్రియలకు	anthyakriyalaku	0.5
అంత్యక్రియలకు	antyakriyalaku	0.5
అంత్యక్రియలు	anthyakriyalu	1.0
అందం	andam	1.0
అందంగా	andamga	0.667
అందంగా	andngaa	0.333
అందజేయడం	amdajaeyadam	0.333
అందజేయడం	andajaeyadam	0.333
అందజేయడం	andajeyadam	0.333
అందజేయాల్సి	amdajaeyaalsi	0.333
అందజేయాల్సి	andajeyaalsi	0.333
అందజేయాల్సి	andajeyalsi	0.333
అందజేశాయి	andajesaai	0.167
అందజేశాయి	andajesaayi	0.167
అందజేశాయి	andhajesaayi	0.167
అందజేశాయి	andhajesayi	0.167
అందజేశాయి	andhajeshaayi	0.167
అందజేశాయి	andhajeshayi	0.167
అందజేశారు	amdajaesaaru	0.333
అందజేశారు	andajesaaru	0.333
అందజేశారు	andajesaru	0.333
అందజేసి	amdajaesi	0.333
అందజేసి	andajeesi	0.333
అందజేసి	andajesi	0.333
అందజేసింది	andajesindi	0.667
అందజేసింది	madajaesimdi	0.333
అందజేస్తాయి	andajestayi	0.333
అందజేస్తాయి	andajesthayi	0.333
అందజేస్తాయి	andhajeestaayi	0.333
అందజేస్తారు	andajeestaaru	0.333
అందజేస్తారు	andhajeesthaaru	0.333
అందజేస్తారు	andhajesthaaru	0.333
అందజేస్తుంది	andajeesthundi	0.333
అందజేస్తుంది	andajeestundi	0.333
అందజేస్తుంది	andajesthundi	0.333
అందని	andani	0.333
అందని	andhani	0.667
అందనుంది	andanundi	0.667
అందనుంది	andhanundhi	0.333
అందమంతా	andamantaa	0.25
అందమంతా	andamanthaa	0.5
అందమంతా	andhamanthaa	0.25
అందమైన	andamaina	0.667
అందమైన	andamina	0.333
అందరకూ	amdarakuu	0.333
అందరకూ	andarakoo	0.333
అందరకూ	andharakuu	0.333
అందరి	andari	1.0
అందరికంటే	andarikantae	0.5
అందరికంటే	andharikantae	0.25
అందరికంటే	andharikante	0.25
అందరికన్నా	andarikannaa	0.5
అందరికన్నా	andharikannaa	0.5
అందరికి	andariki	0.75
అందరికి	andhariki	0.25
అందరిచేత	amdharicheetha	0.333
అందరిచేత	andaricheta	0.333
అందరిచేత	andharicheyta	0.333
అందరితో	andaritho	0.333
అందరితో	andaritoo	0.333
అందరితో	andharithoo	0.333
అందరిని	andarini	0.667
అందరిని	andharini	0.333
అందరినీ	andarinee	0.667
అందరినీ	andharinii	0.333
అందరివాడు	andarivaadu	0.333
అందరివాడు	andarivadu	0.333
అందరివాడు	andharivaadu	0.333
అందరు	andaru	0.5
అందరు	andharu	0.5
అందరూ	andaroo	0.333
అందరూ	andharoo	0.333
అందరూ	andharuu	0.333
అందర్నీ	andarnee	0.333
అందర్నీ	andarni	0.333
అందర్నీ	andharnee	0.333
అందవికారంగా	andavikaaramgaa	0.2
అందవికారంగా	andavikaaranga	0.2
అందవికారంగా	andavikaarangaa	0.4
అందవికారంగా	andavikaramga	0.2
అందానికి	amdaaniki	0.333
అందానికి	andaaniki	0.333
అందానికి	andhaaniki	0.333
అందాన్ని	andaanni	0.667
అందాన్ని	andhaanni	0.333
అందాయి	andaayi	0.667
అందాయి	andhaayi	0.333
అందాల	amdaala	0.333
అందాల	andaala	0.333
అందాల	andhaala	0.333
అందాలు	amdaalu	0.333
అందాలు	andaalu	0.333
అందాలు	andhaalu	0.333
అంది	andi	1.0
అందించ	andhincha	0.25
అందించ	andicha	0.25
అందించ	andincha	0.5
అందించగల	andhinchagala	0.25
అందించగల	andinchagala	0.75
అందించగా	andhinchagaa	0.25
అందించగా	andinchagaa	0.75
అందించటం	amdimchatam	0.333
అందించటం	andincatam	0.333
అందించటం	andinchatam	0.333
అందించటానికి	andinchataaniki	0.333
అందించటానికి	andinchataniki	0.667
అందించడం	andhichadam	0.333
అందించడం	andhinchadam	0.667
అందించడంతో	amdimchadamtho	0.333
అందించడంతో	andhinchadamthoo	0.333
అందించడంతో	andinchadamtoo	0.333
అందించడానికి	amdimchadaaniki	0.333
అందించడానికి	andhinchadaaniki	0.333
అందించడానికి	andinchadaniki	0.333
అందించనున్నారు	andhinchanunnaaru	0.333
అందించనున్నారు	andinchanunnaaru	0.333
అందించనున్నారు	andinchanunnaru	0.333
అందించబడతాయి	andhinchabadathaayi	0.25
అందించబడతాయి	andinchabadataayi	0.25
అందించబడతాయి	andinchabadatayi	0.25
అందించబడతాయి	andinchabadathaayi	0.25
అందించబడిన	andhinchabadina	0.333
అందించబడిన	andimchabadina	0.333
అందించబడిన	andinchabadina	0.333
అందించబడుతుంది	andincabadutundi	0.333
అందించబడుతుంది	andinchabadutundi	0.667
అందించాడు	amdimchaadu	0.333
అందించాడు	andinchaadu	0.667
అందించాయి	andinchaayi	0.667
అందించాయి	andinchayi	0.333
అందించారు	andichaaru	0.333
అందించారు	andinchaaru	0.333
అందించారు	andincharu	0.333
అందించాలని	amdimchaalani	0.333
అందించాలని	andinchaalani	0.667
అందించాలి	andinchaali	0.667
అందించాలి	andinchali	0.333
అందించి	andimchi	0.25
అందించి	andinchi	0.75
అందించింది	amdimchindi	0.25
అందించింది	andinchindi	0.75
అందించిన	amdimchina	0.333
అందించిన	andinchina	0.667
అందించినందుకు	amdimchinamduku	0.333
అందించినందుకు	andinchinaduku	0.333
అందించినందుకు	andinchinanduku	0.333
అందించుట	andimchuta	0.25
అందించుట	andinchuta	0.75
అందించే	amdinche	0.25
అందించే	andhinchay	0.25
అందించే	andinche	0.5
అందించేందుకు	amdimchaemduku	0.333
అందించేందుకు	andhichayndhuku	0.333
అందించేందుకు	andinchenduku	0.333
అందించేది	amdhimchedi	0.25
అందించేది	andhichaydhi	0.25
అందించేది	andhinchedi	0.25
అందించేది	andinchedi	0.25
అందించేవారు	amdimchaevaaru	0.333
అందించేవారు	andhinchayvaru	0.333
అందించేవారు	andhinchevaaru	0.333
అందింది	andhindhi	0.333
అందింది	andindi	0.667
అందిన	andhina	0.333
అందిన	andina	0.667
అందివ్వాలని	amdivvaalani	0.333
అందివ్వాలని	andhivvaalani	0.333
అందివ్వాలని	andivvaalani	0.333
అందిస్తాయి	amdistaayi	0.333
అందిస్తాయి	andhisthaayi	0.333
అందిస్తాయి	andistayi	0.333
అందిస్తారు	andhistaaru	0.333
అందిస్తారు	andhisthaaru	0.333
అందిస్తారు	andistaru	0.333
అందిస్తుంది	andistundi	1.0
అందిస్తున్న	andisthunna	0.333
అందిస్తున్న	andistunna	0.667
అందిస్తున్నట్టు	amdhisthunnattu	0.333
అందిస్తున్నట్టు	andhistunnattu	0.333
అందిస్తున్నట్టు	andistunnattu	0.333
అందిస్తున్నది	andhistunnadhi	0.333
అందిస్తున్నది	andistunnadi	0.667
అందిస్తున్నాయి	andhistunnaayi	0.333
అందిస్తున్నాయి	andistunnayi	0.667
అందిస్తున్నారు	andhisthunnaaru	0.333
అందిస్తున్నారు	andhistunnaru	0.333
అందిస్తున్నారు	andistunnaru	0.333
అందిస్తూ	andhisthuu	0.333
అందిస్తూ	andistu	0.333
అందిస్తూ	andistuu	0.333
అందిస్తోంది	amdisthomdi	0.167
అందిస్తోంది	amdistomdi	0.167
అందిస్తోంది	andisthondi	0.167
అందిస్తోంది	andistondi	0.333
అందిస్తోంది	andistoondi	0.167
అందు	andhu	0.667
అందు	andu	0.333
అందుకని	anduakni	0.333
అందుకని	andukani	0.667
అందుకనే	andhukane	0.667
అందుకనే	andhukanee	0.333
అందుకు	andhuku	0.667
అందుకు	anduku	0.333
అందుకుంటూ	andhukuntoo	0.25
అందుకుంటూ	andukunru	0.25
అందుకుంటూ	andukuntoo	0.25
అందుకుంటూ	andukuntuu	0.25
అందుకుంది	amdukumdi	0.333
అందుకుంది	andhukundhi	0.333
అందుకుంది	andukundi	0.333
అందుకుని	amdukuni	0.333
అందుకుని	andhukuni	0.333
అందుకుని	andukuni	0.333
అందుకున్న	amdukunna	0.333
అందుకున్న	andhukunna	0.333
అందుకున్న	andukunna	0.333
అందుకున్నది	amdukunnadi	0.333
అందుకున్నది	andhukunnadhi	0.333
అందుకున్నది	andukunnadi	0.333
అందుకున్నాడు	andhukunnaadu	0.333
అందుకున్నాడు	andukunnaadu	0.667
అందుకున్నాయి	andhukunnaayi	0.333
అందుకున్నాయి	andukunnaayi	0.333
అందుకున్నాయి	andukunnayi	0.333
అందుకున్నారు	andukunnaaru	0.333
అందుకున్నారు	andukunnaru	0.667
అందుకే	anduke	1.0
అందుకోవడానికి	amdukoovadaaniki	0.333
అందుకోవడానికి	andhukovadaaniki	0.333
అందుకోవడానికి	andukoovadaaniki	0.333
అందుకోసం	andukosam	1.0
అందుకోసమే	andhikoosamay	0.333
అందుకోసమే	andukosame	0.667
అందుచే	andhuche	0.333
అందుచే	anduchae	0.333
అందుచే	anduche	0.333
అందుచేత	anduchaeta	0.333
అందుచేత	anducheta	0.667
అందుచేతనే	andhucheytanay	0.333
అందుచేతనే	anduchetane	0.667
అందుతాయి	andutaayi	0.5
అందుతాయి	andutayi	0.25
అందుతాయి	anduthaayi	0.25
అందుతుంది	amduthumdi	0.25
అందుతుంది	anduthundi	0.25
అందుతుంది	andutundi	0.5
అందునుండి	amdunumdi	0.333
అందునుండి	andunundi	0.667
అందుబాటు	andhubaatu	0.25
అందుబాటు	andubaatu	0.25
అందుబాటు	andubatu	0.5
అందుబాటులో	andhubaatuloo	0.25
అందుబాటులో	andubaatulo	0.25
అందుబాటులో	andubatulo	0.25
అందుబాటులో	andubhatulo	0.25
అందుబాటులోకి	andhubaatulooki	0.333
అందుబాటులోకి	andubaatuloki	0.333
అందుబాటులోకి	andubatuloki	0.333
అందులో	amduloe	0.333
అందులో	andhuloo	0.333
అందులో	andulo	0.333
అందులోని	amdhulooni	0.333
అందులోని	andhulooni	0.333
అందులోని	anduloni	0.333
అందులోనూ	andhulonoo	0.25
అందులోనూ	andulonoo	0.5
అందులోనూ	andulonu	0.25
అందులోనే	amdhuloonee	0.333
అందులోనే	andhuloone	0.333
అందులోనే	andulonae	0.333
అందువలన	amduvalana	0.333
అందువలన	anduvalana	0.667
అందువలనే	amdhuvalanee	0.333
అందువలనే	andhivalanae	0.333
అందువలనే	anduvalane	0.333
అందువల్ల	amdhuvalla	0.333
అందువల్ల	andhuvalla	0.333
అందువల్ల	anduvalla	0.333
అందువల్లనే	amduvallanae	0.333
అందువల్లనే	andhuvallane	0.333
అందువల్లనే	anduvallane	0.333
అందువల్లే	anduvallae	0.333
అందువల్లే	anduvalle	0.667
అందె	ande	0.667
అందె	andhe	0.333
అంధ	amdha	0.333
అంధ	andha	0.667
అంధకార	andhakaara	0.75
అంధకార	andhakara	0.25
అంపశయ్య	ampasayya	1.0
అంబ	amba	1.0
అంబర్	ambar	0.333
అంబర్	amber	0.667
అంబా	amba	0.25
అంబా	ambaa	0.75
అంబానీ	ambaani	0.333
అంబానీ	ambani	0.667
అంబులెన్స్	ambulance	0.75
అంబులెన్స్	ambulense	0.25
అంబేద్కర్	ambaedkar	0.333
అంబేద్కర్	ambedkar	0.667
అంశం	amsham	1.0
అంశంగా	amshamgaa	1.0
అంశంతో	amshamtho	0.667
అంశంతో	amshamthoo	0.333
అంశంపై	amsampai	0.333
అంశంపై	amshampai	0.667
అంశంలో	amsamloe	0.333
అంశంలో	amsamloo	0.333
అంశంలో	amshamlo	0.333
అంశతో	amsatoe	0.667
అంశతో	amsatoo	0.333
అంశానికి	aamsaaniki	0.333
అంశానికి	aamsaniki	0.333
అంశానికి	amsaniki	0.333
అంశాన్ని	amsaanni	0.333
అంశాన్ని	amshanni	0.333
అంశాన్ని	ansaanni	0.333
అంశాల	amsala	0.333
అంశాల	anshaala	0.333
అంశాల	anshala	0.333
అంశాలకు	amsalaku	1.0
అంశాలతో	amsaalato	0.333
అంశాలతో	amshaalatho	0.667
అంశాలని	amsaalani	0.333
అంశాలని	amshaalani	0.333
అంశాలని	amshalani	0.333
అంశాలను	amsaalanu	0.667
అంశాలను	amshaalanu	0.333
అంశాలనే	amsaalanae	0.667
అంశాలనే	anshaalane	0.333
అంశాలపై	amsaalapai	0.333
అంశాలపై	amshaalapai	0.667
అంశాలలో	amsaalaloe	0.333
అంశాలలో	amsaalaloo	0.333
అంశాలలో	amshaalalo	0.333
అంశాలు	amsaalu	0.333
అంశాలు	amshaalu	0.333
అంశాలు	ansaalu	0.333
అంశాలుగా	amsaalugaa	0.667
అంశాలుగా	amsaluga	0.333
అంశాలున్నాయి	amsaalunnaai	0.333
అంశాలున్నాయి	amsaalunnaayi	0.333
అంశాలున్నాయి	amsalunnayi	0.333
అంశాల్లో	amsaalloo	0.333
అంశాల్లో	amshaallo	0.333
అంశాల్లో	amshallo	0.333
అంశుమంతుడు	amshumanthudu	0.25
అంశుమంతుడు	amshumantudu	0.25
అంశుమంతుడు	amsumantudu	0.5
అకాడమి	academy	0.4
అకాడమి	akaadami	0.6
అకాడమీ	acaademy	0.125
అకాడమీ	academi	0.125
అకాడమీ	academu	0.125
అకాడమీ	academy	0.25
అకాడమీ	akaadamee	0.125
అకాడమీ	akaadami	0.125
అకాడమీ	akademy	0.125
అకాడమీలో	aakaadameelo	0.333
అకాడమీలో	akaadameeloo	0.333
అకాడమీలో	akaadamiiloo	0.333
అకాడెమి	academy	0.5
అకాడెమి	akaademi	0.25
అకాడెమి	akademi	0.25
అకారణంగా	akaaranamga	0.667
అకారణంగా	sakaranamga	0.333
అకారాది	aakaradi	0.333
అకారాది	akaaraadhi	0.333
అకారాది	akaaraadi	0.333
అకాల	akaala	0.333
అకాల	akala	0.667
అకుంఠిత	akunthita	0.333
అకుంఠిత	akuntitha	0.667
అకౌంటింగ్	accounting	0.571
అకౌంటింగ్	akaunting	0.286
అకౌంటింగ్	akounting	0.143
అకౌంటెంట్	accountant	0.429
అకౌంటెంట్	accouuntant	0.143
అకౌంటెంట్	akkountant	0.143
అకౌంటెంట్	akountent	0.286
అకౌంట్	account	0.333
అకౌంట్	accouunt	0.333
అకౌంట్	akkount	0.333
అక్క	akka	1.0
అక్కడ	akkada	1.0
అక్కడకి	akkadaki	1.0
అక్కడకు	akkadaku	1.0
అక్కడక్కడ	akkadakkada	1.0
అక్కడక్కడా	akkadakkada	0.333
అక్కడక్కడా	akkadakkadaa	0.667
అక్కడనుండి	akkadanundi	1.0
అక్కడనే	akkadane	1.0
అక్కడి	akkadi	1.0
అక్కడికి	akkadiki	1.0
అక్కడితో	akkaditho	0.333
అక్కడితో	akkaditoe	0.333
అక్కడితో	akkaditoo	0.333
అక్కడినుండి	akkadinundi	1.0
అక్కడున్న	akkadunna	1.0
అక్కడే	akkadae	0.333
అక్కడే	akkade	0.667
అక్కను	akkanu	1.0
అక్కన్న	akkanna	1.0
అక్కర	akkara	1.0
అక్కరలేదని	akkaraledani	1.0
అక్కర్లేదు	akkarlaedhu	0.333
అక్కర్లేదు	akkarledu	0.333
అక్కర్లేదు	akkrledu	0.333
అక్కిరాజు	akkiraaju	0.667
అక్కిరాజు	akkiraju	0.333
అక్టోబరు	aktoobaru	0.667
అక్టోబరు	octoberu	0.333
అక్టోబరులో	aktoebaruloe	0.333
అక్టోబరులో	aktoobaruloo	0.333
అక్టోబరులో	octoberuloo	0.333
అక్బరు	akbaru	1.0
అక్బర్	akbar	1.0
అక్రమరవాణా	akramaravaana	0.333
అక్రమరవాణా	akramaravaanaa	0.667
అక్వేరియంలో	akvaeriyamloe	0.333
అక్వేరియంలో	akwaeriyamloo	0.333
అక్వేరియంలో	aquariumloo	0.333
అక్షం	aksham	1.0
అక్షర	akshara	1.0
అక్షరం	aksharam	1.0
అక్షరంతో	aksharamthoo	0.333
అక్షరంతో	aksharamto	0.333
అక్షరంతో	aksharamtoe	0.333
అక్షరమాల	aksharamaala	0.333
అక్షరమాల	aksharamala	0.333
